297.58338132007867,297.83721681360629,281.55675136699494,285.78746999422549
295.51680342853666,296.06409074562026,282.601894537357,282.73598796840201
298.66323643690947,298.66827444850651,289.61044407027276,285.2795231356593
296.04177195286798,295.89484344334056,285.12237835407728,285.13506869256167
298.4071516885856,296.33174601348503,284.40470238446716,284.94337898461032
294.07038483205451,297.11574730427458,284.42687751721348,285.54869915234264
297.58549683420193,297.6594631582098,288.07756000165045,281.68704535359041
295.1063652117266,294.17174740212261,284.2823704774591,288.33044405657927
295.46154057880284,294.69392571594057,284.84697611127308,284.03609629266202
294.15044374391294,296.04609821354973,285.67335036700331,290.12905584905047
